tour,course_id,club_id_1,club_level_1,club_id_2_new,club_level_2_new,sampleCnt
16,30900,55,10,26,9,1
16,30900,55,9,38,3,1
16,30900,31,11,50,13,1
16,30900,55,8,38,4,1
16,30900,55,9,63,5,1
16,30900,55,8,32,9,1
16,30900,10,9,38,3,1
16,30900,10,9,63,2,1
16,30900,13,10,63,3,1
16,30900,10,9,63,3,1
16,30900,55,9,26,10,1
16,30900,10,8,62,7,1
16,30900,55,11,0,0,1
15,28700,37,7,38,7,915
15,28700,31,8,26,7,263
15,28700,31,8,26,8,246
15,28700,37,6,38,6,184
15,28700,31,11,38,6,180
15,28700,37,7,63,6,158
15,28700,37,6,63,6,158
15,28700,37,6,38,5,145
15,28700,37,7,38,6,130
15,28700,31,9,26,8,119
15,28700,31,9,26,9,112
15,28700,37,5,38,5,107
15,28700,37,7,0,0,106
15,28700,37,7,63,7,93
15,28700,31,7,26,7,73
15,28700,31,8,38,3,71
15,28700,64,5,38,5,59
15,28700,31,9,38,3,55
15,28700,31,9,38,4,52
15,28700,31,9,38,5,48
15,28700,37,6,0,0,45
15,28700,31,8,38,4,43
15,28700,31,10,38,5,40
15,28700,37,8,38,7,32
15,28700,64,4,38,4,31
15,28700,37,8,63,7,23
15,28700,64,5,63,5,22
15,28700,31,9,63,5,20
15,28700,37,6,63,5,20
15,28700,31,8,32,8,19
15,28700,31,11,38,5,18
15,28700,31,10,38,6,18
15,28700,31,7,26,6,17
15,28700,64,6,38,6,17
15,28700,31,9,63,4,17
15,28700,64,5,38,6,17
15,28700,37,8,38,8,17
15,28700,10,12,38,6,16
15,28700,37,5,38,4,13
15,28700,31,10,26,9,13
15,28700,31,10,63,5,12
15,28700,31,8,63,3,12
15,28700,31,10,26,10,11
15,28700,10,12,63,6,11
15,28700,37,8,0,0,10
15,28700,31,9,62,8,9
15,28700,31,9,26,7,9
15,28700,31,7,38,3,9
15,28700,37,6,26,9,8
15,28700,37,5,26,9,8
15,28700,37,5,26,8,8
15,28700,31,11,63,6,7
15,28700,31,11,26,10,7
15,28700,64,5,38,4,7
15,28700,31,7,26,8,6
15,28700,64,4,38,3,6
15,28700,37,5,63,5,6
15,28700,31,9,32,9,6
15,28700,64,6,63,6,6
15,28700,31,8,62,8,6
15,28700,31,8,26,9,6
15,28700,37,5,63,4,5
15,28700,31,8,38,5,5
15,28700,31,9,63,3,5
15,28700,31,10,63,4,4
15,28700,31,8,38,2,4
15,28700,10,12,38,5,4
15,28700,37,6,26,11,4
15,28700,10,11,38,6,4
15,28700,10,11,38,5,4
15,28700,37,7,38,5,4
15,28700,31,12,63,6,4
15,28700,37,5,0,0,3
15,28700,55,8,0,0,3
15,28700,31,9,32,8,3
15,28700,31,8,63,2,3
15,28700,31,8,26,6,3
15,28700,64,4,63,4,3
15,28700,31,10,26,8,3
15,28700,31,8,63,4,2
15,28700,31,8,32,9,2
15,28700,55,9,62,8,2
15,28700,101,17,26,11,2
15,28700,55,12,38,7,2
15,28700,64,4,38,6,2
15,28700,64,6,38,7,2
15,28700,31,11,26,11,2
15,28700,31,8,8,9,2
15,28700,31,8,8,8,2
15,28700,64,5,26,9,2
15,28700,31,8,32,7,2
15,28700,64,5,26,10,2
15,28700,64,7,63,7,2
15,28700,64,5,63,6,2
15,28700,64,5,63,4,1
15,28700,64,4,63,3,1
15,28700,64,4,38,5,1
15,28700,55,12,62,11,1
15,28700,64,7,0,0,1
15,28700,10,12,63,5,1
15,28700,55,9,26,9,1
15,28700,31,8,63,5,1
15,28700,31,8,62,6,1
15,28700,55,9,26,8,1
15,28700,55,8,26,8,1
15,28700,55,7,32,7,1
15,28700,31,8,0,0,1
15,28700,31,8,62,5,1
15,28700,37,8,63,6,1
15,28700,37,6,26,8,1
15,28700,37,6,26,10,1
15,28700,37,5,63,3,1
15,28700,37,4,38,3,1
15,28700,37,4,0,0,1
15,28700,31,12,38,5,1
15,28700,31,12,38,7,1
15,28700,31,12,63,7,1
15,28700,31,11,62,10,1
15,28700,31,11,63,5,1
15,28700,31,11,38,7,1
15,28700,31,10,38,4,1
15,28700,31,10,38,3,1
15,28700,31,10,32,9,1
15,28700,31,7,8,8,1
15,28700,31,10,32,10,1
15,28700,31,7,62,7,1
15,28700,31,7,63,4,1
15,28700,31,7,62,6,1
15,28700,31,7,26,5,1
15,28700,31,10,63,6,1
15,28700,31,10,0,0,1
15,28700,31,7,63,3,1
15,28700,31,6,26,5,1
15,28700,31,6,38,3,1
15,28700,31,10,63,3,1
15,28700,31,9,26,6,1
15,28700,31,9,26,10,1
15,28700,31,9,62,9,1
15,28700,31,9,63,2,1
15,28700,31,9,0,0,1
15,28700,31,6,26,6,1
15,28600,37,6,0,0,7
15,28600,37,7,0,0,5
15,28600,37,5,0,0,5
15,28600,31,9,0,0,5
15,28600,31,8,0,0,2
15,28600,31,10,0,0,1
15,28600,10,12,0,0,1
15,28500,37,8,0,0,279
15,28500,37,7,0,0,32
15,28500,31,9,0,0,18
15,28500,31,8,0,0,15
15,28500,37,5,0,0,4
15,28500,31,10,0,0,3
15,28500,37,6,0,0,2
15,28500,31,12,0,0,2
15,28500,31,11,0,0,1
15,28400,37,6,0,0,395
15,28400,37,7,0,0,304
15,28400,37,6,63,6,229
15,28400,37,5,63,5,153
15,28400,37,5,0,0,112
15,28400,37,6,63,5,103
15,28400,31,8,63,3,92
15,28400,37,6,38,6,90
15,28400,37,7,63,6,83
15,28400,31,9,63,4,71
15,28400,37,7,38,7,65
15,28400,37,4,0,0,62
15,28400,64,5,63,5,49
15,28400,31,8,32,8,49
15,28400,37,5,38,5,47
15,28400,37,7,38,6,36
15,28400,37,6,38,5,34
15,28400,31,7,63,3,34
15,28400,31,9,32,9,33
15,28400,10,12,63,6,33
15,28400,31,9,63,3,32
15,28400,31,8,63,4,32
15,28400,37,5,63,4,31
15,28400,31,10,63,5,31
15,28400,31,9,63,5,30
15,28400,37,8,0,0,27
15,28400,37,7,63,7,26
15,28400,37,8,38,8,25
15,28400,31,9,26,9,24
15,28400,31,8,63,2,23
15,28400,31,11,63,6,22
15,28400,31,7,32,7,22
15,28400,31,8,32,7,20
15,28400,31,8,26,8,17
15,28400,64,4,63,4,15
15,28400,31,7,63,2,15
15,28400,37,4,63,3,13
15,28400,31,10,63,4,11
15,28400,31,8,26,7,11
15,28400,31,9,26,8,10
15,28400,31,10,63,6,10
15,28400,37,8,38,7,10
15,28400,31,9,32,8,10
15,28400,10,12,38,6,9
15,28400,31,10,26,10,9
15,28400,37,4,63,4,9
15,28400,55,8,0,0,9
15,28400,31,10,32,10,7
15,28400,64,4,63,3,7
15,28400,31,7,32,8,6
15,28400,64,5,63,4,6
15,28400,37,3,0,0,6
15,28400,37,3,63,3,6
15,28400,37,5,38,4,6
15,28400,55,7,26,7,5
15,28400,37,8,63,7,5
15,28400,64,6,63,6,5
15,28400,10,11,38,5,5
15,28400,37,4,38,3,5
15,28400,31,11,63,5,4
15,28400,31,12,63,6,4
15,28400,31,8,63,5,4
15,28400,37,5,63,3,4
15,28400,55,9,0,0,3
15,28400,55,7,63,2,3
15,28400,31,10,63,3,3
15,28400,31,9,38,5,3
15,28400,64,6,63,7,3
15,28400,31,9,62,8,3
15,28400,31,12,63,7,3
15,28400,55,8,63,2,3
15,28400,37,3,63,2,3
15,28400,64,5,63,6,3
15,28400,37,4,38,4,3
15,28400,31,8,62,7,2
15,28400,31,8,8,9,2
15,28400,55,10,63,5,2
15,28400,31,8,32,9,2
15,28400,64,3,63,3,2
15,28400,37,5,26,8,2
15,28400,37,3,26,8,2
15,28400,37,5,26,10,2
15,28400,37,5,26,9,2
15,28400,55,8,63,4,2
15,28400,37,5,32,8,2
15,28400,64,5,38,6,2
15,28400,31,7,26,7,2
15,28400,10,11,38,6,2
15,28400,31,9,38,4,2
15,28400,31,6,63,2,2
15,28400,37,6,26,10,2
15,28400,31,11,63,7,2
15,28400,37,6,26,11,2
15,28400,31,10,38,5,2
15,28400,55,8,26,7,2
15,28400,64,7,63,7,2
15,28400,31,11,38,5,2
15,28400,55,7,63,3,2
15,28400,31,11,26,10,2
15,28400,31,11,38,6,2
15,28400,55,9,26,8,1
15,28400,13,9,63,3,1
15,28400,13,8,26,8,1
15,28400,55,9,38,5,1
15,28400,31,10,38,6,1
15,28400,31,11,38,7,1
15,28400,55,9,63,3,1
15,28400,31,9,63,2,1
15,28400,31,9,32,10,1
15,28400,10,12,38,5,1
15,28400,31,9,0,0,1
15,28400,55,8,8,8,1
15,28400,37,4,26,9,1
15,28400,31,9,32,7,1
15,28400,10,11,63,5,1
15,28400,31,8,26,9,1
15,28400,37,4,26,8,1
15,28400,31,8,38,3,1
15,28400,55,11,63,7,1
15,28400,55,12,0,0,1
15,28400,55,8,63,3,1
15,28400,37,5,26,7,1
15,28400,55,8,38,3,1
15,28400,10,7,26,6,1
15,28400,10,8,26,8,1
15,28400,10,9,63,3,1
15,28400,10,9,26,9,1
15,28400,31,8,62,8,1
15,28400,10,9,26,8,1
15,28400,37,5,62,9,1
15,28400,10,10,38,4,1
15,28400,64,5,38,5,1
15,28400,31,7,63,1,1
15,28400,31,7,26,6,1
15,28400,31,7,8,8,1
15,28400,37,6,26,9,1
15,28400,10,11,26,10,1
15,28400,31,6,32,6,1
15,28400,19,12,32,9,1
15,28400,37,6,63,4,1
15,28400,64,6,38,6,1
15,28400,64,6,38,7,1
15,28400,19,11,32,8,1
15,28400,101,14,32,8,1
15,28400,10,11,63,6,1
15,28400,101,17,63,5,1
15,28400,19,10,26,6,1
15,28400,19,10,32,7,1
15,28400,55,6,32,7,1
15,28400,13,9,0,0,1
15,28400,13,9,62,8,1
15,28400,31,10,32,8,1
15,28300,37,7,38,7,117
15,28300,37,7,63,6,48
15,28300,37,6,63,6,46
15,28300,37,6,38,5,43
15,28300,37,5,63,5,39
15,28300,37,4,38,4,32
15,28300,37,7,38,6,32
15,28300,37,6,63,5,30
15,28300,37,6,38,6,28
15,28300,37,5,63,4,25
15,28300,37,7,63,7,23
15,28300,37,8,38,7,17
15,28300,37,5,38,5,17
15,28300,37,5,38,4,16
15,28300,37,8,38,8,14
15,28300,37,4,63,4,9
15,28300,37,5,26,8,6
15,28300,19,11,32,8,5
15,28300,37,8,63,8,5
15,28300,19,12,26,9,4
15,28300,37,4,26,8,4
15,28300,37,8,63,7,4
15,28300,19,11,26,8,3
15,28300,19,11,26,7,3
15,28300,37,6,26,9,2
15,28300,37,5,26,9,2
15,28300,37,5,62,8,1
15,28300,37,4,63,5,1
15,28300,37,5,63,6,1
15,28300,55,8,26,8,1
15,28300,37,4,32,7,1
15,28300,37,4,38,3,1
15,28300,37,4,62,8,1
15,28300,19,11,32,7,1
15,28300,37,4,32,8,1
15,28300,37,4,63,3,1
15,28300,37,3,26,8,1
15,28300,37,3,38,4,1
15,28300,31,8,26,8,1
15,28300,31,8,26,9,1
15,28300,19,13,26,9,1
15,28300,37,5,63,3,1
15,28300,19,12,32,9,1
15,28300,19,11,26,10,1
15,28300,37,6,38,4,1
15,28300,19,11,26,9,1
15,28300,19,10,26,7,1
15,28300,19,10,26,8,1
15,28300,19,10,32,8,1
15,28300,19,10,63,3,1
15,28300,19,11,32,9,1
15,28300,37,4,26,9,1
15,28200,37,6,63,6,795
15,28200,37,7,63,7,745
15,28200,37,6,38,6,405
15,28200,37,6,0,0,336
15,28200,37,7,0,0,295
15,28200,37,7,38,6,195
15,28200,31,8,26,8,175
15,28200,37,7,38,7,147
15,28200,37,6,38,5,146
15,28200,31,8,26,7,134
15,28200,37,5,26,9,124
15,28200,37,5,38,5,101
15,28200,31,8,63,3,98
15,28200,31,9,26,8,96
15,28200,31,9,26,9,77
15,28200,31,7,26,7,60
15,28200,37,7,63,6,54
15,28200,31,8,38,3,34
15,28200,10,12,63,6,30
15,28200,37,5,26,8,30
15,28200,37,6,63,5,29
15,28200,31,9,63,4,29
15,28200,31,10,38,5,27
15,28200,64,5,38,5,27
15,28200,37,5,63,5,23
15,28200,37,5,38,4,23
15,28200,37,8,63,7,23
15,28200,31,9,38,5,21
15,28200,64,5,63,5,20
15,28200,10,12,38,6,20
15,28200,37,5,0,0,19
15,28200,31,7,26,6,19
15,28200,37,6,26,9,19
15,28200,37,8,0,0,18
15,28200,37,4,26,8,16
15,28200,37,4,38,4,16
15,28200,31,10,26,9,16
15,28200,31,8,38,4,16
15,28200,31,8,62,8,15
15,28200,31,9,63,5,15
15,28200,64,4,38,4,14
15,28200,37,5,26,10,14
15,28200,37,8,38,7,13
15,28200,31,9,38,4,13
15,28200,31,9,32,9,13
15,28200,31,8,26,9,12
15,28200,31,8,63,4,12
15,28200,10,9,26,8,12
15,28200,31,8,32,8,12
15,28200,31,10,63,5,12
15,28200,31,7,26,8,11
15,28200,37,5,63,4,11
15,28200,31,9,0,0,10
15,28200,10,8,26,7,9
15,28200,31,8,63,2,9
15,28200,64,6,38,6,9
15,28200,31,8,26,6,8
15,28200,31,8,0,0,8
15,28200,13,9,26,8,8
15,28200,10,11,63,6,8
15,28200,31,9,32,8,8
15,28200,31,7,32,7,7
15,28200,31,9,63,3,7
15,28200,31,9,38,3,7
15,28200,31,9,26,7,7
15,28200,31,8,62,7,6
15,28200,31,8,38,2,6
15,28200,31,11,38,6,6
15,28200,10,11,38,6,6
15,28200,31,7,38,3,6
15,28200,13,8,26,7,6
15,28200,55,9,0,0,6
15,28200,10,11,38,5,5
15,28200,37,4,38,3,5
15,28200,31,9,62,8,5
15,28200,37,8,38,8,5
15,28200,31,10,26,10,5
15,28200,64,5,38,4,5
15,28200,64,4,63,4,5
15,28200,31,11,26,9,5
15,28200,55,10,38,6,5
15,28200,31,7,63,3,5
15,28200,64,6,63,6,4
15,28200,31,8,32,7,4
15,28200,37,4,0,0,4
15,28200,37,4,26,9,4
15,28200,31,10,38,4,3
15,28200,55,8,63,3,3
15,28200,10,12,38,5,3
15,28200,13,8,26,6,3
15,28200,13,8,26,8,3
15,28200,10,8,26,8,3
15,28200,55,8,26,8,3
15,28200,31,12,38,7,3
15,28200,31,7,63,2,3
15,28200,37,3,26,8,3
15,28200,64,4,38,3,3
15,28200,55,10,0,0,3
15,28200,37,4,63,4,3
15,28200,37,7,38,5,3
15,28200,31,7,62,7,3
15,28200,37,4,26,7,3
15,28200,31,9,62,9,2
15,28200,64,3,26,7,2
15,28200,37,4,63,3,2
15,28200,31,7,38,2,2
15,28200,37,5,63,3,2
15,28200,37,3,26,7,2
15,28200,31,12,63,5,2
15,28200,64,4,26,7,2
15,28200,37,5,38,6,2
15,28200,31,11,38,5,2
15,28200,64,4,26,8,2
15,28200,64,5,63,6,2
15,28200,55,8,26,9,2
15,28200,64,5,38,6,2
15,28200,31,8,8,8,2
15,28200,64,6,63,7,2
15,28200,31,10,32,10,2
15,28200,31,8,63,5,2
15,28200,31,10,63,4,2
15,28200,37,6,26,11,2
15,28200,10,12,63,5,2
15,28200,55,8,0,0,2
15,28200,10,12,38,7,2
15,28200,10,9,26,7,2
15,28200,10,10,26,9,2
15,28200,31,9,8,9,2
15,28200,10,10,62,9,1
15,28200,10,10,38,5,1
15,28200,10,10,38,4,1
15,28200,37,6,38,4,1
15,28200,10,9,26,9,1
15,28200,10,9,63,3,1
15,28200,37,6,26,8,1
15,28200,37,5,26,5,1
15,28200,37,5,38,3,1
15,28200,10,8,62,7,1
15,28200,10,8,26,9,1
15,28200,37,5,62,9,1
15,28200,37,6,26,10,1
15,28200,37,4,32,7,1
15,28200,37,4,62,8,1
15,28200,37,4,8,8,1
15,28200,37,3,38,3,1
15,28200,31,11,63,5,1
15,28200,31,10,63,3,1
15,28200,31,10,26,8,1
15,28200,31,9,102,12,1
15,28200,31,9,62,6,1
15,28200,37,8,63,6,1
15,28200,31,9,26,10,1
15,28200,55,6,38,2,1
15,28200,55,7,38,3,1
15,28200,31,8,38,5,1
15,28200,55,8,26,7,1
15,28200,31,8,32,6,1
15,28200,55,8,63,4,1
15,28200,31,8,8,7,1
15,28200,55,8,38,5,1
15,28200,31,7,26,5,1
15,28200,55,8,62,6,1
15,28200,55,8,63,5,1
15,28200,31,7,32,6,1
15,28200,55,9,63,5,1
15,28200,55,9,62,9,1
15,28200,55,9,63,4,1
15,28200,55,9,38,5,1
15,28200,31,7,62,6,1
15,28200,55,10,38,4,1
15,28200,55,10,63,6,1
15,28200,31,7,63,4,1
15,28200,55,10,63,4,1
15,28200,55,10,63,5,1
15,28200,55,10,26,9,1
15,28200,55,11,63,5,1
15,28200,64,3,38,3,1
15,28200,31,7,8,7,1
15,28200,31,7,32,8,1
15,28200,31,6,38,3,1
15,28200,31,6,26,6,1
15,28200,31,6,63,3,1
15,28200,31,6,26,7,1
15,28200,64,4,38,5,1
15,28200,19,12,26,9,1
15,28200,19,12,26,8,1
15,28200,64,5,63,4,1
15,28200,19,11,0,0,1
15,28200,19,10,0,0,1
15,28200,13,12,38,6,1
15,28200,13,10,26,9,1
15,28200,13,9,26,7,1
15,28200,10,12,0,0,1
15,28200,101,15,26,9,1
15,28200,101,17,26,11,1
15,28100,37,6,63,5,11833
15,28100,37,6,38,5,4125
15,28100,37,6,0,0,682
15,28100,37,6,63,6,593
15,28100,37,7,0,0,407
15,28100,37,5,63,5,308
15,28100,37,7,38,7,304
15,28100,37,5,0,0,182
15,28100,37,7,63,6,170
15,28100,37,5,63,4,97
15,28100,37,4,63,4,70
15,28100,37,8,0,0,56
15,28100,10,12,63,6,54
15,28100,37,6,38,6,52
15,28100,37,5,38,4,50
15,28100,37,7,38,6,50
15,28100,37,3,63,3,49
15,28100,37,5,38,5,42
15,28100,31,8,26,7,38
15,28100,37,7,63,7,36
15,28100,37,8,38,7,35
15,28100,31,8,63,3,32
15,28100,37,4,63,3,29
15,28100,31,8,26,8,28
15,28100,31,8,63,2,24
15,28100,31,9,63,4,23
15,28100,31,8,32,8,22
15,28100,31,9,32,8,22
15,28100,55,8,0,0,21
15,28100,37,5,26,8,15
15,28100,31,9,26,8,15
15,28100,19,11,26,8,14
15,28100,64,5,63,5,13
15,28100,55,7,63,3,13
15,28100,55,8,63,3,11
15,28100,31,9,63,3,11
15,28100,31,9,26,9,11
15,28100,55,7,26,7,11
15,28100,55,7,32,7,11
15,28100,37,3,63,2,11
15,28100,31,10,63,5,10
15,28100,31,7,63,3,10
15,28100,55,7,63,2,10
15,28100,31,9,63,5,10
15,28100,31,10,26,9,9
15,28100,31,11,63,6,9
15,28100,37,5,26,9,9
15,28100,64,5,38,5,9
15,28100,64,6,63,6,8
15,28100,31,9,32,9,8
15,28100,55,9,0,0,8
15,28100,31,7,32,7,8
15,28100,31,8,32,7,8
15,28100,55,8,26,8,8
15,28100,31,8,63,4,7
15,28100,31,9,38,4,7
15,28100,31,7,63,2,7
15,28100,37,3,32,8,7
15,28100,55,8,26,7,7
15,28100,37,4,32,8,6
15,28100,37,3,32,7,6
15,28100,37,7,38,5,6
15,28100,31,10,38,6,6
15,28100,31,7,26,7,6
15,28100,10,11,63,6,5
15,28100,55,8,32,8,5
15,28100,37,4,0,0,5
15,28100,31,8,38,3,5
15,28100,55,8,26,9,5
15,28100,10,12,38,6,5
15,28100,55,8,63,2,4
15,28100,37,5,26,10,4
15,28100,37,5,63,3,4
15,28100,37,5,32,9,4
15,28100,37,4,38,4,4
15,28100,31,10,32,9,4
15,28100,37,6,26,9,4
15,28100,31,7,32,8,4
15,28100,19,11,32,8,4
15,28100,37,4,26,8,4
15,28100,55,9,32,9,4
15,28100,64,4,63,4,4
15,28100,55,7,63,1,4
15,28100,55,7,62,7,4
15,28100,31,11,63,5,3
15,28100,55,7,26,6,3
15,28100,31,9,38,5,3
15,28100,19,10,32,8,3
15,28100,31,10,26,10,3
15,28100,19,11,0,0,3
15,28100,19,9,32,7,3
15,28100,31,9,0,0,3
15,28100,31,10,0,0,3
15,28100,10,12,63,5,3
15,28100,55,9,26,9,3
15,28100,55,9,26,8,3
15,28100,37,3,26,8,3
15,28100,37,8,63,7,3
15,28100,10,11,38,6,3
15,28100,55,9,63,4,3
15,28100,55,8,32,9,3
15,28100,31,10,32,10,3
15,28100,31,11,0,0,3
15,28100,10,8,38,3,3
15,28100,55,8,32,7,3
15,28100,55,8,38,3,3
15,28100,31,7,38,2,2
15,28100,55,8,62,7,2
15,28100,37,4,38,3,2
15,28100,55,7,0,0,2
15,28100,37,4,32,9,2
15,28100,37,4,26,9,2
15,28100,31,7,62,7,2
15,28100,55,7,32,8,2
15,28100,37,3,26,9,2
15,28100,31,11,38,6,2
15,28100,31,8,38,4,2
15,28100,55,9,32,8,2
15,28100,55,11,63,5,2
15,28100,13,8,32,7,2
15,28100,13,8,26,7,2
15,28100,19,12,32,9,2
15,28100,31,10,38,4,2
15,28100,64,5,63,6,2
15,28100,31,9,38,6,2
15,28100,19,11,32,7,2
15,28100,19,11,63,3,2
15,28100,37,3,26,7,1
15,28100,37,3,38,3,1
15,28100,19,11,26,7,1
15,28100,19,10,63,2,1
15,28100,19,10,32,7,1
15,28100,19,11,63,2,1
15,28100,19,9,32,8,1
15,28100,19,9,63,2,1
15,28100,19,11,32,10,1
15,28100,13,12,38,6,1
15,28100,13,9,32,8,1
15,28100,13,9,63,3,1
15,28100,13,9,26,8,1
15,28100,19,12,26,9,1
15,28100,19,12,26,8,1
15,28100,10,12,26,11,1
15,28100,19,13,8,10,1
15,28100,37,3,32,6,1
15,28100,31,6,26,7,1
15,28100,37,3,38,2,1
15,28100,31,6,63,2,1
15,28100,10,10,63,5,1
15,28100,10,10,0,0,1
15,28100,10,10,63,3,1
15,28100,10,9,32,9,1
15,28100,10,9,26,7,1
15,28100,10,9,0,0,1
15,28100,10,8,26,7,1
15,28100,10,8,26,6,1
15,28100,37,3,62,8,1
15,28100,10,8,32,8,1
15,28100,55,7,38,2,1
15,28100,31,7,63,1,1
15,28100,31,7,26,8,1
15,28100,37,4,26,7,1
15,28100,37,4,63,5,1
15,28100,55,7,8,8,1
15,28100,55,7,26,8,1
15,28100,31,7,38,3,1
15,28100,37,3,63,4,1
15,28100,55,7,38,3,1
15,28100,37,2,26,7,1
15,28100,37,5,32,10,1
15,28100,37,5,32,8,1
15,28100,55,8,63,4,1
15,28100,31,9,102,12,1
15,28100,37,5,26,7,1
15,28100,37,5,62,9,1
15,28100,37,2,63,3,1
15,28100,55,8,62,8,1
15,28100,55,8,63,5,1
15,28100,37,6,63,4,1
15,28100,55,8,26,6,1
15,28100,37,8,38,8,1
15,28100,55,8,63,1,1
15,28100,31,12,63,6,1
15,28100,31,10,38,5,1
15,28100,31,10,26,8,1
15,28100,31,8,26,9,1
15,28100,55,6,63,3,1
15,28100,31,10,38,2,1
15,28100,55,9,63,3,1
15,28100,31,8,32,9,1
15,28100,55,9,63,5,1
15,28100,31,8,62,8,1
15,28100,55,10,63,4,1
15,28100,55,10,63,6,1
15,28100,55,10,26,10,1
15,28100,55,11,63,7,1
15,28100,31,10,63,1,1
15,28100,55,12,63,7,1
15,28100,55,6,63,2,1
15,28100,64,4,38,4,1
15,28100,31,9,26,10,1
15,28100,55,6,32,5,1
15,28100,64,5,38,6,1
15,28100,64,5,0,0,1
15,28100,55,6,26,6,1
15,28100,31,9,38,3,1
15,28100,101,14,26,8,1
15,28100,101,15,63,6,1
15,28100,101,15,26,9,1
15,28100,101,16,63,5,1
15,28100,101,16,63,6,1
15,28100,101,16,38,6,1
15,28100,101,17,63,5,1
15,28100,31,7,26,6,1
15,28000,37,7,38,7,960
15,28000,31,8,63,3,800
15,28000,31,8,26,8,225
15,28000,37,6,63,6,187
15,28000,37,7,63,6,168
15,28000,31,9,38,5,157
15,28000,37,6,38,6,146
15,28000,31,8,26,7,143
15,28000,31,9,26,9,126
15,28000,31,11,38,6,120
15,28000,31,9,63,5,100
15,28000,31,7,26,7,98
15,28000,31,9,26,8,91
15,28000,37,6,63,5,82
15,28000,31,8,38,5,66
15,28000,37,7,0,0,65
15,28000,37,7,38,6,60
15,28000,31,9,63,4,55
15,28000,37,5,63,4,46
15,28000,31,8,38,3,42
15,28000,10,12,63,6,42
15,28000,64,5,38,5,41
15,28000,37,7,63,7,40
15,28000,37,5,63,5,39
15,28000,31,9,38,4,33
15,28000,31,8,38,4,32
15,28000,31,8,63,4,32
15,28000,37,8,38,7,26
15,28000,37,5,38,5,26
15,28000,31,10,26,9,25
15,28000,31,10,26,10,25
15,28000,31,10,63,5,24
15,28000,31,11,63,6,23
15,28000,31,7,26,6,21
15,28000,31,8,32,8,21
15,28000,64,6,63,6,21
15,28000,37,6,38,5,20
15,28000,31,9,32,9,18
15,28000,37,6,26,10,18
15,28000,37,5,0,0,17
15,28000,31,7,38,3,17
15,28000,31,10,38,6,17
15,28000,31,10,38,5,17
15,28000,64,5,63,5,17
15,28000,31,8,63,2,15
15,28000,31,9,32,8,15
15,28000,31,8,32,7,14
15,28000,37,8,63,7,14
15,28000,37,8,38,8,14
15,28000,31,7,63,3,13
15,28000,31,9,38,3,13
15,28000,31,7,32,7,11
15,28000,31,7,63,2,9
15,28000,31,10,63,6,9
15,28000,31,8,26,9,9
15,28000,64,5,63,6,9
15,28000,31,9,63,3,9
15,28000,10,12,38,6,9
15,28000,31,7,26,8,8
15,28000,101,17,26,11,7
15,28000,13,12,38,6,7
15,28000,31,11,38,5,7
15,28000,37,6,26,9,6
15,28000,37,8,0,0,6
15,28000,10,12,38,7,6
15,28000,64,5,38,6,6
15,28000,64,6,38,6,6
15,28000,37,5,38,4,6
15,28000,31,8,63,5,6
15,28000,37,5,26,8,6
15,28000,37,4,63,3,6
15,28000,37,3,63,3,6
15,28000,31,11,63,5,6
15,28000,64,4,38,4,5
15,28000,31,8,32,9,5
15,28000,31,8,26,6,5
15,28000,31,11,26,10,5
15,28000,10,11,38,6,4
15,28000,64,4,26,8,4
15,28000,37,6,0,0,4
15,28000,37,4,63,4,4
15,28000,31,11,38,7,4
15,28000,55,9,0,0,3
15,28000,64,5,38,4,3
15,28000,31,8,63,1,3
15,28000,31,11,26,11,3
15,28000,37,3,32,8,3
15,28000,31,12,38,7,3
15,28000,31,7,32,8,2
15,28000,31,12,38,6,2
15,28000,31,9,26,10,2
15,28000,37,8,63,6,2
15,28000,31,9,8,9,2
15,28000,13,8,32,7,2
15,28000,55,8,26,7,2
15,28000,64,4,38,5,2
15,28000,31,9,26,7,2
15,28000,37,4,32,8,2
15,28000,37,4,62,8,2
15,28000,64,4,63,4,2
15,28000,31,8,38,2,2
15,28000,31,8,62,8,2
15,28000,19,11,0,0,2
15,28000,37,6,63,4,2
15,28000,37,5,32,9,2
15,28000,31,10,26,8,2
15,28000,31,8,8,9,2
15,28000,31,10,38,4,2
15,28000,37,5,63,3,2
15,28000,31,7,63,4,1
15,28000,37,5,38,6,1
15,28000,31,10,63,4,1
15,28000,37,5,32,8,1
15,28000,37,5,26,9,1
15,28000,31,8,0,0,1
15,28000,31,7,38,4,1
15,28000,31,7,32,6,1
15,28000,31,12,63,6,1
15,28000,31,7,8,8,1
15,28000,31,7,62,7,1
15,28000,31,8,62,7,1
15,28000,37,6,38,4,1
15,28000,101,17,63,5,1
15,28000,31,6,63,3,1
15,28000,101,16,38,5,1
15,28000,101,15,38,5,1
15,28000,64,7,63,7,1
15,28000,64,6,38,7,1
15,28000,19,12,26,9,1
15,28000,31,10,32,9,1
15,28000,64,5,26,8,1
15,28000,19,11,26,7,1
15,28000,31,8,8,7,1
15,28000,64,5,26,9,1
15,28000,31,9,32,7,1
15,28000,37,4,32,9,1
15,28000,13,12,63,6,1
15,28000,37,4,38,4,1
15,28000,37,3,26,7,1
15,28000,64,4,26,9,1
15,28000,31,9,62,8,1
15,28000,31,11,38,4,1
15,28000,64,4,38,3,1
15,28000,64,3,26,7,1
15,28000,64,3,38,4,1
15,28000,55,11,0,0,1
15,28000,55,10,0,0,1
